,number,value,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state,n_clusters
324,324,0.9516384601598672,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.952595476410969,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
333,333,0.9516384601598672,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,none,,,,,,,17.0,6.920620924656739,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
207,207,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.092426931916663,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
208,208,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.191370526822851,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
210,210,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.683489310868492,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
211,211,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.6993579360134925,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
212,212,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.804805405914759,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
213,213,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,7.114921739404445,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
215,215,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.592545383084057,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
216,216,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,7.232435596842791,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
217,217,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,7.440345107236911,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
219,219,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,6.665819824152831,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
221,221,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,7.684923514110473,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
222,222,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,8.113761787530912,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
223,223,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,8.339869193278965,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
227,227,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,7.850911128001655,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
230,230,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.530443878892647,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
231,231,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,2.0,7.768644261792277,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
232,232,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.470073616225584,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
233,233,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.602373006444374,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
234,234,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.5684108545174835,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
237,237,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.900264963440018,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
239,239,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.974903665312049,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
240,240,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,8.074401790907274,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
241,241,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.96092215672069,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
242,242,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,8.019186629184484,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
243,243,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,8.09671825144104,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
244,244,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,8.088922753995279,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
247,247,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.50941153063498,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
248,248,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.806577508529722,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
252,252,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,8.638581053859054,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
253,253,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,6.74018199086061,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
254,254,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.639208826037224,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
257,257,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.919660214226394,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
259,259,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.058857382618083,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
261,261,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,18.0,auto,,,,,,,2.0,8.265040724155703,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
263,263,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,8.909166001126245,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
267,267,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,6.501573611195365,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
269,269,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.346534674172242,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
270,270,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,auto,,,,,,,2.0,8.153230211043239,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
271,271,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,6.6500775821541405,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
273,273,0.951524410918854,,l1,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,8.57089333414421,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
275,275,0.951524410918854,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,auto,,,,,,,2.0,7.89078026529793,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
507,507,0.951501073393289,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.497970830767008,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,2.0
169,169,0.9515010733932888,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,3.0,5.943078544456964,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
171,171,0.9515010733932888,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,3.0,5.441987487373588,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
173,173,0.9515010733932888,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,3.0,5.485657087567,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
175,175,0.9515010733932888,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,1.0,LU,,,,,,,3.0,6.164371436682021,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
186,186,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,3.0,5.623382227337814,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
188,188,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,3.0,5.641167162492462,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
189,189,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,3.0,5.69995926495182,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
194,194,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,3.0,5.880529176539261,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
195,195,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,3.0,5.891393612926938,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
198,198,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,3.0,5.915697475997299,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
200,200,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,3.0,5.596615482160816,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
201,201,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,3.0,5.486208442806822,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
202,202,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,3.0,5.556094094740896,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
203,203,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,3.0,5.473549961023705,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
205,205,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,3.0,5.615085472529575,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
279,279,0.9515010733932888,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,auto,,,,,,,3.0,7.682347913094487,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
165,165,0.951500854557892,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.263914810421996,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
166,166,0.951500854557892,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.99847324460778,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
172,172,0.951500854557892,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,4.0,5.477540782875248,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
178,178,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.349524415322668,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
179,179,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.2027453723941735,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
180,180,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,4.0,5.246275349723079,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
181,181,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,4.0,5.628573039634576,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
182,182,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,4.0,5.323142160275032,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
184,184,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,2.0,LU,,,,,,,4.0,5.160381422290411,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
191,191,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,4.0,5.807025600932112,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
192,192,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,4.0,5.837081680488811,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
193,193,0.951500854557892,,euclidean,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,1.0,LU,,,,,,,4.0,5.794141949067686,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
156,156,0.9515006686483856,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,5.0,5.216151809976436,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
157,157,0.9515006686483856,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,5.0,5.162884498035773,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
161,161,0.9515006686483856,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,5.0,5.283270206062481,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
162,162,0.9515006686483856,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,3.0,LU,,,,,,,5.0,5.170313286310313,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
163,163,0.9515006686483856,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,2.0,LU,,,,,,,5.0,5.165080165231643,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
147,147,0.951500498016536,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,6.0,3.853602675977194,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
153,153,0.951500498016536,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,6.0,5.3018468645653245,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
154,154,0.951500498016536,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,6.0,6.14988932527877,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
142,142,0.9515003472106238,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,7.0,3.723340225573855,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
143,143,0.9515003472106238,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,7.0,2.840570263484329,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
145,145,0.9515003472106238,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,5.0,LU,,,,,,,7.0,3.256381484860152,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
150,150,0.9515003472106238,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,7.0,4.588528334555983,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
151,151,0.9515003472106238,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,7.0,4.623101063714209,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
125,125,0.9515002149009112,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,8.0,3.533663857088713,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
130,130,0.9515002149009112,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,3.974863811249722,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
131,131,0.9515002149009112,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,3.9789788151360623,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
132,132,0.9515002149009112,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,4.0,LU,,,,,,,8.0,3.868575391900606,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
136,136,0.9515002149009112,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,8.0,3.762076116475901,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
141,141,0.9515002149009112,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,8.0,2.8806908293430986,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
122,122,0.95150009838971,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,9.0,3.221602846941418,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
123,123,0.95150009838971,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,6.0,LU,,,,,,,9.0,3.226548551113205,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
139,139,0.95150009838971,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,5.0,LU,,,,,,,9.0,3.537972992978844,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
120,120,0.9514999796486416,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,10.0,3.2943126404242875,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
121,121,0.9514999796486416,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,7.0,LU,,,,,,,10.0,3.3318865628134167,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
73,73,0.9514998844566972,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,11.0,3.371695186510021,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
81,81,0.9514998844566972,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,11.0,2.8457044674851297,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
83,83,0.9514998844566972,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,11.0,3.421407109549367,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
113,113,0.9514998844566972,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,11.0,3.662877584842184,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
114,114,0.9514998844566972,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,11.0,3.05705316747779,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
116,116,0.9514998844566972,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,11.0,3.734736587683981,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
118,118,0.9514998844566972,,l2,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,LU,,,,,,,11.0,3.226033969442938,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
67,67,0.9514997907112436,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,1.226258014788267,,PCA,arpack,,,,,,,,,,,,,,,False,,COMPLETE,2.0
45,45,0.9514997902724684,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,9.0,QR,,,,,,,12.0,2.657596489845905,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
48,48,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,1.8798950707998927,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
51,51,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,4.213459588157208,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
52,52,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,2.3497392349153112,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
53,53,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,2.064426636372603,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
63,63,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,4.229472654004906,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
71,71,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,2.55849663355514,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
91,91,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,4.492030182623731,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
92,92,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,12.0,3.1296944079544846,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
101,101,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,12.0,2.6112187372418023,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
104,104,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,2.378367604089845,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
111,111,0.9514997901273016,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,12.0,4.461053726014031,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
61,61,0.951499712776765,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,13.0,0.1328282787375432,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
93,93,0.951499712776765,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,12.0,QR,,,,,,,13.0,2.2943152105305127,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
102,102,0.951499712776765,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,11.0,QR,,,,,,,13.0,1.2802750979936697,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
43,43,0.9514997127014082,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,13.0,5.37237018296857,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
44,44,0.9514997127014082,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,single,,,,10.0,QR,,,,,,,13.0,5.171999916861665,,PCA,randomized,,,,,,,,,,,,,,,False,,COMPLETE,2.0
109,109,0.9514996439875244,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,complete,,,,13.0,QR,,,,,,,14.0,1.7476017367912646,,PCA,full,,,,,,,,,,,,,,,False,,COMPLETE,2.0
